Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent6,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent8,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent9,disagree,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent10,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent1,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent2,disagree,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent3,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent4,disagree,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent5,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent6,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent7,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent9,disagree,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent10,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent1,neutral,agree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent2,neutral,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent3,neutral,disagree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent4,neutral,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent5,neutral,agree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent6,neutral,agree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent7,neutral,disagree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent8,neutral,disagree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent10,neutral,disagree,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent1,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent2,disagree,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent3,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent4,disagree,neutral,neutral
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent5,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent6,disagree,agree,attack
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent7,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent8,disagree,disagree,defended
A new rule in Artificial Intelligence suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent9,disagree,neutral,neutral
"In the context of Artificial Intelligence, the norm states that international cooperation is mandatory for success.",Agent1,Agent2,neutral,disagree,neutral
